page,name,link,thumbnail,rating,date,snippet,images,local_guide
20,SRI WAHYUNI,https://www.google.com/maps/contrib/104590666104963164666?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIIl2_dJAILLw_YcCHz_8EQa4-0Jf-RxF5PhWw91omk-7g4Fw=s120-c-rp-mo-br100,1.0,setahun lalu,"Saya sudah hampir setahun tagihan air per bulannya 400-600rb per bulan,udh capek complain k pdam nanya knp bs naik,katanya krn pemakaian,padahal tandon saya cuma 1 kubik,buat rumah tangga aza lagipula rumahnya juga kecil,masa tagihannya bs sampe 400-600 per bulan,ga masuk akal sih ini,tolong donk pejabat tinggi perhatikan masalah ini,saya liat ulasan d sini kebanyakan masalah tagihan yg ga jelas semua,tolong ya",,
20,Muhammad Rafi Arsandi,https://www.google.com/maps/contrib/100035710253679693676?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjU9X67BTTqysvLkFl8RECWuQZmo6c0tKsSx5huWhmbIZ0EF-3Q=s120-c-rp-mo-br100,1.0,9 bulan lalu,"pdam dengan pelayanan terburuk, harga naik terus tapi air sdh 3 hari mati nggak ada penyelesaian bahkan nggak dikirim tangki air sama sekali",,True
20,Ferdian Khu,https://www.google.com/maps/contrib/106964026524362155677?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIaEFUIlNld8scYNgiKIg-N9GuGRVSOsjaobmhGySQ84Xyr=s120-c-rp-mo-ba4-br100,1.0,Diedit 2 tahun lalu,"Mohon dilihat segera karena kami membayar biaya pelayanan air
Air hari ini di Pondok Tjandra Indah mati, beberapa rumah kehabisan air. Kalau ada masalah atau sesuatu, tolong dipublikasikan di khalayak, jangan diam2 saja. Pelayanan publik kok lebih parah dari perusahaan abal2. Tolong revolusi mental dan kinerja segera.

Tambahan per 16 Okt 2022. Air sampai sekarang masih keruh kayak air becek di jalan. Badan saya gatal2. Apakah tidak ada informasi atau sosialisasi? Bayar udah lebih mahal 2x dari Surabaya, telat sedikit dendanya besar, eh ada masalah gak ada kompensasi ke masyarakat. Saya per bulan depan gak mau bayar air lagi kalau masalah air belum selesai dalam 24 jam!",,True
20,sinaga silalahi,https://www.google.com/maps/contrib/110316504941014405664?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJaobJvdScMxrRVCr3UbXTdleezZ1wQDzYMKX_lmCHnwTzlBWc=s120-c-rp-mo-br100,1.0,2 tahun lalu,"pelayanan yg sangat buruk, tagihan besar padahal rumah huni yng hanya dihuni 2 orang.  Tagihan membengkak, mengajukan angsuran tetapi dianggap terlambat membayar dan dihitung denda 15% dri pokok.
Saya tidak tahu bagaimana tagihan bisa sampai mendekati 1,5 juta, yg katanya bocor, padahal sudah dicek sm tukang tidak ada yg bocor.
semoga bulan depan tagihan sudah normal.",,
20,Gita Lisa,https://www.google.com/maps/contrib/100383019977833698679?hl=id,https://lh3.googleusercontent.com/a/ACg8ocK0Y4PNnuCUjfoXDC_J4_-ViNpjjszHWqByJhwAu2sjbE4ZoQ=s120-c-rp-mo-br100,1.0,setahun lalu,"Kurang sabar apa 2bulan dengan air kecil dan mati, bahkan tidak menyala untuk bagian dapur. Nyala saat malam jam 12-4pagi dimana waktunya orang tidur, kami baru beraktifitas. Komplain berkali-kali tidak ada penyelesaian sama sekali. Sangat dirugikan sekali sebagai konsumen delta tirta sidoarjo ini.",,
20,Erwin Bachtiar,https://www.google.com/maps/contrib/105225019715985771628?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUb_Tm9vnbtSMgGnrdiAAXl4ZYeEAyKTstu9OSWwwFLXLwQ_3ihIQ=s120-c-rp-mo-br100,1.0,setahun lalu,"Tidak pernah ada perbaikan baik saluran, kualitas air dan penanganan masalah customer.
Pada saat pembayaran tagihan tidak pernah menunggak tetapi pelayanan seperti ini, ini yg salah pemerintah sidoarjonya, direksi pdamnya, atau petugasnya yang pasti toling diperbaiki terkait kualitas pelayananan di pdam sidoarjo. 🙏🏻",,
20,darsono 287,https://www.google.com/maps/contrib/106409289356468116838?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLgVbSJ6XlWwoWGRDBU-b94N192fGg63Nwc3SDT1YSRpiJVvQ=s120-c-rp-mo-br100,1.0,2 tahun lalu,"kemana ya mau komplain soal tagihan pdam ? masak pemakaian rumah tangga anak satu aja sebulan 300rb .
dalam 3 bulan ini membengkak terus .
padahal kemarin 2 hari pdam mati massal .
tapi tagihan tetap tinggi tidak wajar .

dulu per bulan 80rb - naek 120rb . skrg jadi 300rb .
gak punya hajat atau pesta tapi tagihan bengkak . ini beneran di kontrol gak sama petugas keliling ya ? tolong tindakan nya ..",,
20,Aulia Qanita,https://www.google.com/maps/contrib/112131352710842274258?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUtlgmSC5R74q7swoyg5Q7afbkjHz9T-MmVojhGWsa8I1OtKSLb=s120-c-rp-mo-ba3-br100,1.0,Diedit setahun lalu,"Niat pasang PDAM (pernah pasang tapi dicabut oleh pemilik rumah lama) registrasi dan payment dari desember 2023, sampe maret 2024 belum terpasang sama sekali. Ditelpon layanan pengaduan sangat tidak ramah bahkan nutup telpon saat saya masih berbicara.",,True
20,nadifa miftasari,https://www.google.com/maps/contrib/108430884304577984789?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKWg0UkFXqvJfCMvtGAW9Cd5uAeCAFDJE0Y8xfb85RG6W7JrQ=s120-c-rp-mo-br100,2.0,10 bulan lalu,Tolonglah 2 Minggu sampai tandon kehabisan grgr air kecil bgt naglirnya sekelas puri indah yang awalnya dlu sya dsini air ngalir besar setahun dsini mau nyuci pikir pikir gmna dong solusinya,,True
21,Rigianda Sophie Ayu Wiranata,https://www.google.com/maps/contrib/114169547756235295482?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWYmCLI19DkWAyJQZc73RAkJBAPm7ZT8Y_6iXhf0qdCKWthcZn8=s120-c-rp-mo-br100,1.0,setahun lalu,"Bintang minus sih harusnya buat Customer Servicenya,
haha galak bener+pas closing telfon langsung dimatiin tidak ada salam/ucapan terimakasihnya.
Ditengah pembicaraan, saya sampaikan dengan kalimat dan nada bicara yang baik, lalu dijawab oleh Customer servicenya sambil ngebentak ""LHA IYA SAYA NANYA!!""
pantas kah kerja dilingkungan pemerintah seperti itu attitudenya ke customer ?
perlu belajar lagi perihal apa itu ""customer service"" ke BCA.",,True
21,Yesamy familly,https://www.google.com/maps/contrib/104460507201842927586?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJ7q4dX_iX2Vk3eJzxOs7tQbTMpRgxKGo0NWVXJXFRUUmZjCw=s120-c-rp-mo-ba4-br100,1.0,setahun lalu,"Bapak / ibu terhormat.

Kalau ada proyek galian pdam dibebekan .. Ya mbo kuli2 e dikasih duit buat tempat tinggal 🤐

Moso tidur di depan rumah orang??Taruh alat kerja disitu.. Uda diizinkan tidur disitu.. Skrg malah nglamak .. Mobil e ditaruh di depan rumah org..

Di usir mobil e.. Baru ngerti buang sampah di 1 tempat ( sblm e lbh berkeleleran di jalan)

Warga bayar pdam loh pak bu
Telat aja juga ada denda nya

Kecuali dikasih gratis minim se tahun ke saya

ya mending lah blh tidur disitu .. Parkir mobil disitu. Naruh barang kerjaan disitu..

. Dimana mana g ad barang gratis.. Driver ojol pick up penumpang di lobby mall lewat 10 menit aja dihitung full parkir seharian loh ☺️",,True
21,Novi Nurul Maulidah,https://www.google.com/maps/contrib/117243851984692886422?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjX-pIDkUX63tgvKUa22EnKqZy5Q_qYo-11OTEWVdcQSWwfhEKRk=s120-c-rp-mo-br100,1.0,setahun lalu,"Tarifnya skrg mahal banget dg kualitas air yang jelek, pemakaian sama yg tadinya cuma habis kisaran 100rb, 5 bulan terakhir tembus 210-270 rb, masa iya tarif naik tidak ada edaran/pemberitahuan sebelumnya ???
Mohon dunk management & pihaj terkait ditanggeiin keluhan customer
terima kasih",,
21,sulis fadila,https://www.google.com/maps/contrib/111369911644025363566?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWxAfxbcBQjEHUiQvcAFDK6FB80RFaZyTRLRMeW_jzRjy6NKSxd=s120-c-rp-mo-br100,1.0,10 bulan lalu,KALO MAU MALAK YG BENER AJA !!!! Tagihan tidak pernah sampai 400 tbtb jadi 400 pdahal baru 3 hari yg lalu di bayar . KALO KERJA YANG BENER DONG!!!!!! MASA KORUPSI BEGINI,,True
21,Creazy Club,https://www.google.com/maps/contrib/104452531963360839518?hl=id,https://lh3.googleusercontent.com/a/ACg8ocKiau5PzMScuRemNm6HwNEUOOEEgfy1axGNLN2Jtvtxlg8pmg=s120-c-rp-mo-br100,1.0,9 bulan lalu,Pemakaian cuma 1 m3 tapi tagihan sampai 300rb.. Parah.. Apakah ada manipulasi data dari petugasnya,,True
21,Putri Ayu,https://www.google.com/maps/contrib/103404592246206540301?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUGZjoaWqCSZDnOcEse_7Upg9DlG9bXctzEr420zaOcNG_NijOs=s120-c-rp-mo-ba3-br100,1.0,Diedit 2 tahun lalu,"Parahhhh PDAM Sidoarjo. Bulan Sept - Des 2022 tembus 600rb padahal kapasitas air yg mengalir TIDAK SEBANDING dg tagihan.
Tagihan elit, keluarnya air pelit. Tiap bulan tagihan naik selangit. Masa belakangan ini tiap bulan tagihan rata-rata 500rb keatas. Sedangkan kecepatan air yang keluar tidak sebanding. Ada apa? Jika memang ada kendala aliran atau sejenisnya, seharusnya dapat diberitahukan/ ada pemberitahuan sebelumnya. Ini tiap hari kran air non stop buat nyala. Bahkan terkadang sampai mati tidak keluar airnya sama sekali. PARAHHHH",,True
21,Novi Kusumawardhani,https://www.google.com/maps/contrib/108877872192983388930?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXtDhsb6q7ETIWvIhG8KnTiN8hSJbwda7-aP6L2N05sZLanPro=s120-c-rp-mo-br100,1.0,setahun lalu,Air nya sangat sering sekali kotor dan bauk. Bikin kulit gatal gatal. Daerah trosobo perumahan Griya samudra Asri kramat jegu... Tolong di betulkan ditingkatkan lgi biar jdi air yg layak.. Bayar mahal tp dapat air kotor.,,True
21,Handifs - Mhans,https://www.google.com/maps/contrib/118421326477538828083?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLztxn63HVSJ8Zx7oSgBdSQtrrggEWxfbRLOl1qcAwKmTjeGBA=s120-c-rp-mo-br100,1.0,setahun lalu,Gimana solusinya masa gak ada air sama sekali diadakannya drop dari pusat gak ada berita apa2 tidak ada penjelasan terkait hal tersebut diatasinya sampai kapan begini cepetan ndang dimarikno banyu e larang tapi lek ngene yak opo ndang di infokan di gawe transparan ngunulo informasi terkait banyu pdam arep di matikan karna apa ada kendala apa gak mek tbtb gak onk banyu kene yo bayar kowe duwe perusahaan sing bayar warga sidoarjo,,
21,NOXXA,https://www.google.com/maps/contrib/114610071008419037620?hl=id,https://lh3.googleusercontent.com/a/ACg8ocLqL5P7u0sJaFqSe47ouKSgDcTPavm9KPzf7Vv6AHtor5ePth8=s120-c-rp-mo-br100,1.0,setahun lalu,"Air PDAM sidoarjo kalau buat masak, dan minum bisa bikin orang batuk, bau amis , Serta tagihannya terus naik padahal buat ngisi air kamar mandi doang, Tolong kualitas airnya dijaga, dan tagihan jangan mahal mahal!",,
21,luluk masruchah,https://www.google.com/maps/contrib/113731461127054233901?hl=id,https://lh3.googleusercontent.com/a/ACg8ocImMJd64HWS13Dq5lSf8UQDjr3wTpdDeOymGLaTZ_dAH2uaOw=s120-c-rp-mo-br100,1.0,Diedit 4 bulan lalu,Sudah 2 hari airnya kecil sekali kluarnya. Delta Tirta area kota ini koq lebih menyedihkan ya!,,True
22,fitriikamei anggraini,https://www.google.com/maps/contrib/115937234188929022363?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIsQ5pGeMJhdTBojZjU6xfETFW2nK5czt74MwHjApqmWgVzWQ=s120-c-rp-mo-br100,1.0,setahun lalu,"Kecewa sekali dengan pelayanan PDAM sidoarjo.. saya paham, saya ada tunggakan.. tapi tagihan baru keluar setelah 1,5th.. harus bayar langsung sebesar 3,6 jt.. kita minta keringanan buat bayar dgn mencicil sampek 3X tapi malah d suruh bayar 2,7jt di awal.. klu saya lunasi 3jt, apa denda 600rb nya bisa hilang hah?
Saya paham saya salah tapi ini karena rumah d kontrak orang yg tidak bertanggung jawab..
tolong lah..
Hargai niat baik kami.. kasi keringanan buat melunasi..
3,6 d suruh cicilan awal 2,7..
Gila.. ndk membantu sama sekali..",,
22,Desy Budiarti,https://www.google.com/maps/contrib/101812356723982576767?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJN3aPeFJtoMzftevcshiRibZLIX21h2ios3Ex9GSQRdO4hOA=s120-c-rp-mo-ba3-br100,1.0,2 tahun lalu,"Terpaksa pakai PDAM karena dirumahku tidak ada air sumur. Awal normal air segar, jernih, bersih, tarif normal. Tapi makin kesini air kadang besar kadang kecil... kadang ada pasirnya... kadang mati 2 hari. Giliran panggil orangnya, ada aja suruh ganti2 barang",,True
22,Cicie nurani,https://www.google.com/maps/contrib/110261765991780419672?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjXHdtLMLLtozRsyy0-u7dhKFGhYy0WUV54SrVmEgg4Eidt05BI=s120-c-rp-mo-br100,1.0,2 tahun lalu,"Kenapa tagihan setiap bulan selalu naik bahkan naiknya drastis sekali,di rumah hanya 2 orang tapi tagihan bulan ini sampai 400 ribu. Padahal biasanya dibawah 100 ribu. Masa 1 bulan memakai air 51 meter kubik????",,
22,eddie purnomo,https://www.google.com/maps/contrib/101181019523741427763?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUqKaml9tMX4NapvJEmC2ChIlFxonLHiZi8xLmd7uKkVeG433u0=s120-c-rp-mo-ba3-br100,1.0,2 tahun lalu,"tagihan bisa nyampek 300-400 pdhl pemakainya rmh tngga kecil. rumah sebelah dihuni 6 orang bayar ga sampai 200k. sy dua dewasa 2 balita, 300-400. sudah pengaduan, sudah cek kerumah tidak ada kebocoran tandon maupun instalasi pipa dalam rumah. tapi tetep ngeyel katanya penggunaan kita. emang kita hajatan tiap hari apa? pdhl biasanya 40-50k aja. 100k pun sy anggap wajar. tpi kalau 300-400 g tau lagi mau ngomong apa.",,True
22,ANDREAS SILITONGA,https://www.google.com/maps/contrib/112719106320539332281?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjX_hBNje0IIeU1WaDctq8ahseqOvBHSldT-wsxCLuvuft-_yg=s120-c-rp-mo-ba2-br100,1.0,2 tahun lalu,"Selama saya tinggal di Sidoarjo, tagihan paling banyak itu pernah 180 rb masih saya maklumi. Tapi tagihan bulan Juli 2022 kenapa tagihan saya jadi 230 rb itu ceritanya gimana? Padahal yang pake air cuma sedikit dan jarang nyalain air. Ini gimana kok bisa kayak gini.. pemakaian wajar seperti biasanya kok jadi membengkak tiap bulan?? Petugas catat meteran pun jarang saya lihat datang ke rumah!! Asumsi saya ada benernya kalo jumlah pemakaian air bulanan hanya akal2an pihak PDAM sendiri (bukan real di meteran). Saya kira cuma saya ternyata semuanya yg ulas di sini juga mengalaminya. Tagihan gak wajar niat meras atau gimana ini bos?? Semua serba mahal dan naik.. Jangan air juga naik gak wajar bos.. Malu sama PDAM kota sebelah dong",,True
22,Liopleurodon,https://www.google.com/maps/contrib/115681193991036375333?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWRgKMoghHEEuOiKXMSgjk9Fum_d6bHkU4lK1VrX3fWVEgh0Fnu=s120-c-rp-mo-ba4-br100,1.0,3 tahun lalu,"Rumah ditinggal mudik udah 2 minggu. Semua keran dan master keran di rumah sudah ditutup. Lah koq tagihannya malah lebih mahal dari bulan kemarin yang kami 1 bulan full di rumah. Kemudian dari pertama kali mbayar 40 ribuan sebulan, naik terus hingga sekarang tembus 200 ribu sebulan padahal pemakaian air normal saja. 35 m3 dari hongkong 😛. Tandon atasku isinya cuma 600 liter dan itu diisi sehari 1x, saya makek air gak nyampe 1 kubik sehari. Malah bulan terakhir banyakan laundry di luar lah tagihan aer koq malah naik. Gak masuk akal.

Satu2nya yang masuk akal di sini adalah rating PDAM Sidoarjo yang cuma bintang 1 karena ternyata yang bermasalah bukan cuma saya hahahaha.",,True
22,bella Novia,https://www.google.com/maps/contrib/105984685820783849752?hl=id,https://lh3.googleusercontent.com/a/ACg8ocL_ZaTcOdb2bvxVNGUAulvY14CPhLsUEx9xNRPKDp3J3eg0MQ=s120-c-rp-mo-br100,1.0,setahun lalu,"Tagihan air naik 80% dari bulan kemarin padahal pemakaian sama , gak masuk akal terus jumlah org juga berkurang malah air nya naik , padahal bukan kmren juga sering gak dirumah , terkejott aku",,True
22,Mega Muliawati,https://www.google.com/maps/contrib/104559341338190696228?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWHrMuhDeTa0DPCBNqWdeOR1DQMz32wdxBMLWDoClkWfCF0IqBF=s120-c-rp-mo-br100,1.0,4 tahun lalu,"Air sudah seminggu kuwecil banget kluarnya, tiap mau mandi harus nampung dulu,
Sudah menanti lama sampai penuh, ngecek kamar mandi airnya keruh dan berpasir.
Udah nyala kecil, nampung lama, keruh berpasir, sering mati lagi.
Saya punya 3 bayi akhirnya tiap mau mandi masak air krn water heater gak mau nyala akibat debit air yg sangat kecil.
Padahal bayar air juga sudah ndak murah, masih harus double cost krn terpaksa hrs beli air sumber lain untuk masak.
Mau curhat ke kantor pdam lewat telpon tapi gak bisa di telpon, di suruh ninggalin pesan.
Tolong donk bapak ibu yang berwenang dan bijaksana. Beri kami solusi dan hak untuk mendapatkan air bersih dan layak di pakai, karna kami juga sudah memenuhi tanggung jawab kami untuk membayar sesuai tarif yang di tetapkan dan tepat waktu.",,True
22,ila mufida,https://www.google.com/maps/contrib/115776368251302952093?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjURitTZB6knRHbL_ydNtPkx0YYjuJ48Uby9UWO8YerZC_tJFkxY=s120-c-rp-mo-br100,1.0,setahun lalu,"Pdam sidoarjo ini layanan terburuk emng,, udah bayarnya mahal air kotornya minta ampun,, toloong juga yg kontrol meteran  daerah sepanjang itu diliat yg bener yaaaaa.... masak 2 bln ini tagihan membengkak terus padahal pake air sumur juga coz airnya kotor banget,, jika di komplain di kantor g pernah ada solusi 👎🏻👎🏻👎🏻👎🏻",,
22,Khalida Faradilla Fuanni,https://www.google.com/maps/contrib/100421622456984944938?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVXGKo3mByJ1QdY9rPkShSadxrqEYXWePjY149TPc7y6ZfnaSw2=s120-c-rp-mo-br100,1.0,7 bulan lalu,"Gak transparan blasss , rumahku jarang tak pakek tagihan bisa bisanya mahal bangetttt .",,
23,yuli rachmawati,https://www.google.com/maps/contrib/113361391864773988648?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjW_0Xq5uQYNWMe6uXrTwME-2zsrk3mkLkj9P7CMtHGNZ-5gj6KK=s120-c-rp-mo-br100,1.0,2 tahun lalu,"Tagihan bulan feb 2023 = 44.500
Tagihan bulan maret 2023 = 76.000
Tagihan bulan april 2023 = 745.000

Yg jadi pertanyaan,kenapa tagihan air naik berkali kali lipat ? Apakah harus dibayar di angka segitu ? Saya gak hajatan,gak ada acara apapun,tinggal cuma berdua doang! Bulan april malah 2minggu kita mudik,pemakaian harusnya berkurang,kenapa malah sangat membengkak ? Gila kali !",,True
23,Adrian Santiago Palit Santiago,https://www.google.com/maps/contrib/102013954327218918382?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUKewOc8s3R3OL5V-AHlUssKI7buWS8tJKrvJUtEnv3oe3q7N1h-w=s120-c-rp-mo-br100,1.0,10 bulan lalu,Tambah suwe tambah lawassss…apa tdk ada orang jujur dan cerdas utk menangani PDAM Sidoarjo….Korupsi diutamakan dr pd melayani masyarakat,,True
23,dwi putri yuni lestari,https://www.google.com/maps/contrib/101235341004966065150?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWYlksctYH0FkNWKVw19kisnJo9few_ZNxZVGNLN1gW0QY6U0X-=s120-c-rp-mo-br100,1.0,setahun lalu,Ini PDAM orang orangnya pada kerja ga sih. Percuma dikasi call center 24 jam nyatanya ga di angkat. Tarif air makin hari makin naik padahal pemakaian wajar. Niat bikin miskin apa gimana ! Tolong dong telpon itu di respon. Jangan cuma mau duitnya doang kerja kagak,,True
23,Ayu Nurmagumfita,https://www.google.com/maps/contrib/103006632422137841619?hl=id,https://lh3.googleusercontent.com/a/ACg8ocI-ZD5-E33N-ug1QECouog2X0lnXApZB5b1o3JGfyKByrjvZQ=s120-c-rp-mo-br100,2.0,2 tahun lalu,"kenapa tagihan air 3 bukan ibu naik drastis biasa 100n ini kena 300 Lebih ,, padahal pemakaian normal, coba gak d bayar sebulan dendanya mahal banget...di rumah cuma 2 orang dewasa itu juga kerja semua,,",,
23,Tari Handayani,https://www.google.com/maps/contrib/104016816668712074043?hl=id,https://lh3.googleusercontent.com/a/ACg8ocK2tjrkn74jbjqut407NXKv7u63t8QNu39KGX3FMTMSugP78A=s120-c-rp-mo-br100,2.0,10 bulan lalu,"Tak kirain cuma aq aj yg bayarnya naik,ternyata hampir semua,biasanya 80 rban ,bulan ini hampir 200 ,gmn pdam sidoarjo",,
23,Fachruziah Wulan,https://www.google.com/maps/contrib/115348248355613232872?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWRoWyXTqm41gQ195F2ORFIIpxPHKaJu3pL2At7t3Y2JzSqo2cU=s120-c-rp-mo-ba4-br100,1.0,2 tahun lalu,Ternyata emang banyak keluhan yaa. Gila sih bulan ini tembus 585 ribu. Padahal sditinggal mudik seminggu. Tapi air tembus segitu. Cara ngitung nya gimana sih kok sampe mahal bgt gitu. Biasanya juga mentok di 300 ribuan. Ini bisa dua kali lipat. Mana airnya skrg keruh. Coklat. Masak sehari ngendap di bak mandi udah banyak tanah yg ngendap di bawah.,,True
23,R.H.Septhianto Alamsyah,https://www.google.com/maps/contrib/100754394028403523312?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUPIhTyYYHpjYUzHc9tPgGbP8Lru-fohyLpUX7a8NxERP0-Cnh6=s120-c-rp-mo-br100,1.0,setahun lalu,Air di daerah krian rumah saya khususnya perum dua permata butek alias keruh berwarna hijau gak ada tanggapan sama sekali oleh pdam,,True
23,Devianto Prasetyo,https://www.google.com/maps/contrib/105192416686595137548?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjV0SRCxO5LAthMJaL9gPWxxEtK3oW1Tker2MLBKp8SmovcZ6kc=s120-c-rp-mo-br100,1.0,5 bulan lalu,"Buruk, tagihan tiap bulan gak ada yg bener",,True
23,Reedyanie Dani,https://www.google.com/maps/contrib/107299109595650670062?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUI1fmbN6mIh6y4F8NNFxwt5wVOm9wSdRtgIN3ftA7vnbYjqbOfhg=s120-c-rp-mo-br100,1.0,2 tahun lalu,"Sudah beberapa bulan ini, perasaan pemakaian hanya untuk mandi tapi sebulan gak pernah kurang dari 165 ribu rupiah, apalagi air sering gak keluar atau keluar sedikit sedikit, apalagi kalau maghrb gak bisa buat wudhu.. mau tlp CS pdam tapi susah tersambung",,True
23,putri zulaicha,https://www.google.com/maps/contrib/116688890389818665099?hl=id,https://lh3.googleusercontent.com/a/ACg8ocIf6LlBIIJxpGokL4nsifIqxd8CP9_uEs4Jt1mODGifPqY2sw=s120-c-rp-mo-br100,1.0,setahun lalu,"Woy Tolonggggg di Auditttt tagihaaaan rumah yg ga pernah di tempatin paling 1minggu sekali disana
Uda mencapai 300rb
Meteran ga pernah diperiksa (karena Meteraen aku tutupin kayu balok) dan Gak pernahhh pindah tuh kayu balok jadinya pasti ga diperiksaaaa wahhhh aneehh bgtttt hampir 100 persen lipat dibandingkan surabaya yang tiap hari di pakaaai
Krran juga ga pernah bocorrrr kok bisa tagihannya sampai 300rb paraaaahhh bgttttt

Ayo time audit periksa aja ini piyeeeeeee Sistem nya
Membanggongkaaan",,
24,M. Irfan Pranata,https://www.google.com/maps/contrib/100799110004714099840?hl=id,https://lh3.googleusercontent.com/a/ACg8ocK5z02pXDrnHkmhm0KSXwb11Ejaq84VQf8VZBl6F-4t5qiFvQ=s120-c-rp-mo-ba2-br100,1.0,setahun lalu,"pasang filter kapas dan karbon aktif, seminggu uda pada coklat kapasnya, iyaaa, karena terlalu ""BENING""nya air yang keluar dari kran..mana harganya termasuk mahal kalo dibanding surabaya, gatau lagi komen apa, barusan kuras bak mandi, klo gak pake filter 1 minggu uda kudu kuras lagi, karena kotorannya pada nempel..",['https://lh3.googleusercontent.com/geougc-cs/AB3l90Ci3KdiT98ox5HGW_9nTjRDUKA3yiaXKjdwbrGQscBsfMCPCRD57wrWMfmfpxpC5g18_SIK6Zr6eqWEpXWZfPMksZjlo7QFHJHjB0p6h6_uKPUnCuN1VQL3RIXfDWu1CXsccPh53A'],True
24,farah dwi pratiwi tiwi,https://www.google.com/maps/contrib/101382699583739187933?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVbXqnkpnN-ZOpAMaHuH2R-M66UjH2T4wugVm3pwuCex_6jTY4=s120-c-rp-mo-ba3-br100,1.0,9 bulan lalu,"Sedati Banjar kemuning, air mati 2 minggu lebih, tiap bulan customer bayar teroosss, tapi air mati teroooss, tiap bulan banyak mati nya timbang nyala nya nih air",,True
24,Shanty diah puspitasari,https://www.google.com/maps/contrib/107071071783457746720?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjWJgRpXwNOSq2hYCJ1XursefARNoPVyTyad3flwGNj2BWJKMzo=s120-c-rp-mo-br100,1.0,2 tahun lalu,"Tagihan listrik saya waktu awal pindah sampai 900rban, setelah saya minta ganti meteran, akhirnya turun di 200rb an, walaupun menurut saya masih kemahalan, tp saya ttp bayar, karena mau komplain lg juga susah. sekarang tagihan bulan oktober 2022 malah naik lg di 400rban. Padahal hanya pemakaian wajar 3 org dewasa 1 balita. Apa petugas pencatat sudah mencatat dg benar?",,
24,Achmad Adnan Cholid,https://www.google.com/maps/contrib/114395977463267145663?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjUrJTca86BBD4okIiRjEXbcJSHR_KxgLZd0DrBpVpV9G_LJlXM=s120-c-rp-mo-br100,1.0,2 tahun lalu,"Air sebulan ini keruh, pagi siang sore jarang keluar airnya. Di sanyo pun air seperti selokan. Tidak layak pakai untuk mandi. Bayar setiap bulan tidak pernah telat bayar. Direktur & para petugas PDAM Sidoarjo khususnya area Sepanjang Sidoarjo kinerja kalian buruk sekali. Demi Alloh kalian makan gaji buta.",,
24,Risa hawalia Sugiarti,https://www.google.com/maps/contrib/102582597856026007710?hl=id,https://lh3.googleusercontent.com/a/ACg8ocJXKEUagp32AX5bnYQACEF09jDzijOXNH0O8zqhL5fKNYz2Ug=s120-c-rp-mo-br100,1.0,setahun lalu,Padahal pemakaian wajar dan sama seperti bulan” lalu tapi kenapa sudah 3bulan ini naiknya gak tangung2 dari awal cuma 85rb jadi 200rb lebih. Harga naik tapi air sering mati 👎🏻 tolong segera berbenah untuk PDAM SIDOARJO,,
24,rizqi dwiki,https://www.google.com/maps/contrib/117522118891281382738?hl=id,https://lh3.googleusercontent.com/a-/ALV-UjVC2n4klMoOsiIHvNtYtLHw2faHA2eNcfcHnfhXogq6y9G0W0wn=s120-c-rp-mo-ba2-br100,1.0,setahun lalu,"Pelayanan buruk sekali,ditelfon CS ny untk ditnyakin informasi kq malah bentak"",. Lbh baik PDAM jdikan swasta aja drpd dipegang daerah ,lbh ramah scurity BCA drpd CS PDAM,.pecat aja semua gnti orang baru yg kompeten dan bisa mlyani msyrakat dg baik",,True
